"","Path","Filename","HiF","LoF","SppAccp","Prob","calls.sec","X1st","X.Spp","X.Prob","source"
"7779","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072246.wav","IRON02_20210730_072246.wav",NA,NA,"",NA,Inf,"","","","v420"
"7780","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072256.wav","IRON02_20210730_072256.wav",NA,NA,"",NA,Inf,"","","","v420"
"7781","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072315.wav","IRON02_20210730_072315.wav",NA,NA,"",NA,Inf,"","","","v420"
"7782","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072332.wav","IRON02_20210730_072332.wav",NA,NA,"",NA,Inf,"","","","v420"
"7783","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072345-Laci.wav","IRON02_20210730_072345-Laci.wav",NA,1,"Laci",0.9999,12.53,"Laci","","","v420"
"7784","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072402.wav","IRON02_20210730_072402.wav",NA,NA,"",NA,Inf,"","","","v420"
"7785","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072408-Laci.wav","IRON02_20210730_072408-Laci.wav",NA,1,"Laci",1,12.54,"Laci","","","v420"
"7786","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072425-Laci.wav","IRON02_20210730_072425-Laci.wav",NA,1,"Laci",1,12.52,"Laci","","","v420"
"7787","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072442.wav","IRON02_20210730_072442.wav",NA,1,"",NA,12.53,"Laci","Laci","0.9927","v420"
"7788","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072454-Laci.wav","IRON02_20210730_072454-Laci.wav",NA,1,"Laci",1,12.55,"Laci","","","v420"
"7789","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072512-Laci.wav","IRON02_20210730_072512-Laci.wav",NA,1,"Laci",1,12.59,"Laci","","","v420"
"7790","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072529-Laci.wav","IRON02_20210730_072529-Laci.wav",NA,1,"Laci",1,12.55,"Laci","","","v420"
"7791","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072548-Laci.wav","IRON02_20210730_072548-Laci.wav",NA,1,"Laci",1,12.55,"Laci","","","v420"
"7792","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072607-Laci.wav","IRON02_20210730_072607-Laci.wav",NA,1,"Laci",1,12.53,"Laci","","","v420"
"7793","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072624-Laci.wav","IRON02_20210730_072624-Laci.wav",NA,1,"Laci",1,12.53,"Laci","","","v420"
"7794","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072635-Laci.wav","IRON02_20210730_072635-Laci.wav",NA,1,"Laci",1,12.48,"Laci","","","v420"
"7795","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072652-Laci.wav","IRON02_20210730_072652-Laci.wav",NA,1,"Laci",1,12.51,"Laci","","","v420"
"7796","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072709-Laci.wav","IRON02_20210730_072709-Laci.wav",NA,1,"Laci",1,6.97,"Laci","","","v420"
"7797","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072727-Laci.wav","IRON02_20210730_072727-Laci.wav",NA,1,"Laci",1,12.49,"Laci","","","v420"
"7798","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072747-Laci.wav","IRON02_20210730_072747-Laci.wav",NA,1,"Laci",1,12.45,"Laci","","","v420"
"7799","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072807-Laci.wav","IRON02_20210730_072807-Laci.wav",NA,1,"Laci",1,12.48,"Laci","","","v420"
"7800","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072824-Laci.wav","IRON02_20210730_072824-Laci.wav",NA,1,"Laci",1,12.48,"Laci","","","v420"
"7801","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072841-Laci.wav","IRON02_20210730_072841-Laci.wav",NA,1,"Laci",1,12.72,"Laci","","","v420"
"7802","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072858-Laci.wav","IRON02_20210730_072858-Laci.wav",NA,1,"Laci",1,12.51,"Laci","","","v420"
"7803","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072915-Laci.wav","IRON02_20210730_072915-Laci.wav",NA,1,"Laci",1,12.44,"Laci","","","v420"
"7804","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072933-Laci.wav","IRON02_20210730_072933-Laci.wav",NA,1,"Laci",1,12.44,"Laci","","","v420"
"7805","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_072951-Laci.wav","IRON02_20210730_072951-Laci.wav",NA,1,"Laci",1,12.51,"Laci","","","v420"
"7806","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073009-Laci.wav","IRON02_20210730_073009-Laci.wav",NA,1,"Laci",1,12.54,"Laci","","","v420"
"7807","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073026-Laci.wav","IRON02_20210730_073026-Laci.wav",NA,1,"Laci",1,10.02,"Laci","","","v420"
"7808","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073043-Laci.wav","IRON02_20210730_073043-Laci.wav",NA,1,"Laci",0.9993,12.47,"Laci","","","v420"
"7809","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073100-Laci.wav","IRON02_20210730_073100-Laci.wav",NA,1,"Laci",0.9999,12.44,"Laci","","","v420"
"7810","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073125.wav","IRON02_20210730_073125.wav",NA,NA,"",NA,Inf,"","","","v420"
"7811","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073137.wav","IRON02_20210730_073137.wav",NA,NA,"",NA,Inf,"","","","v420"
"7812","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073157-Laci.wav","IRON02_20210730_073157-Laci.wav",NA,1,"Laci",0.9993,12.44,"Laci","","","v420"
"7813","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073217-Laci.wav","IRON02_20210730_073217-Laci.wav",NA,1,"Laci",1,12.46,"Laci","","","v420"
"7814","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073234-Laci.wav","IRON02_20210730_073234-Laci.wav",NA,1,"Laci",1,12.46,"Laci","","","v420"
"7815","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073251-Laci.wav","IRON02_20210730_073251-Laci.wav",NA,1,"Laci",1,10.57,"Laci","","","v420"
"7816","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073308-Laci.wav","IRON02_20210730_073308-Laci.wav",NA,1,"Laci",1,10.28,"Laci","","","v420"
"7817","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073317-Laci.wav","IRON02_20210730_073317-Laci.wav",NA,1,"Laci",1,12.48,"Laci","","","v420"
"7818","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073335-Laci.wav","IRON02_20210730_073335-Laci.wav",NA,1,"Laci",1,12.5,"Laci","","","v420"
"7819","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073352.wav","IRON02_20210730_073352.wav",NA,NA,"",NA,Inf,"","","","v420"
"7820","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073401-Laci.wav","IRON02_20210730_073401-Laci.wav",NA,1,"Laci",0.9993,12.52,"Laci","","","v420"
"7821","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073409.wav","IRON02_20210730_073409.wav",NA,1,"",NA,12.48,"Laci","Laci","0.9921","v420"
"7822","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073422.wav","IRON02_20210730_073422.wav",NA,1,"",NA,8.34,"Laci","Laci","0.9922","v420"
"7823","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073440.wav","IRON02_20210730_073440.wav",NA,1,"",NA,12.5,"Laci","Laci","0.9908","v420"
"7824","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073457.wav","IRON02_20210730_073457.wav",NA,NA,"",NA,Inf,"","","","v420"
"7825","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073513.wav","IRON02_20210730_073513.wav",NA,NA,"",NA,Inf,"","","","v420"
"7826","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073527.wav","IRON02_20210730_073527.wav",NA,NA,"",NA,12.49,"Laci","Laci","0.9129","v420"
"7827","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073540-Laci.wav","IRON02_20210730_073540-Laci.wav",NA,1,"Laci",0.999,12.51,"Laci","","","v420"
"7828","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073558-Laci.wav","IRON02_20210730_073558-Laci.wav",NA,1,"Laci",1,9.22,"Laci","","","v420"
"7829","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073615-Laci.wav","IRON02_20210730_073615-Laci.wav",NA,1,"Laci",1,12.46,"Laci","","","v420"
"7830","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073632-Laci.wav","IRON02_20210730_073632-Laci.wav",NA,1,"Laci",1,12.49,"Laci","","","v420"
"7831","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073650.wav","IRON02_20210730_073650.wav",NA,NA,"",NA,Inf,"","","","v420"
"7832","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073703.wav","IRON02_20210730_073703.wav",NA,NA,"",NA,12.42,"Laci","Laci","0.9183","v420"
"7833","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073722.wav","IRON02_20210730_073722.wav",NA,NA,"",NA,12.51,"Laci","Laci","0.9179","v420"
"7834","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073746.wav","IRON02_20210730_073746.wav",NA,NA,"",NA,12.44,"Laci","Laci/","1.00/0.00","v420"
"7835","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073804.wav","IRON02_20210730_073804.wav",NA,NA,"",NA,Inf,"","","","v420"
"7836","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073815-Laci.wav","IRON02_20210730_073815-Laci.wav",NA,1,"Laci",1,12.48,"Laci","","","v420"
"7837","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073829.wav","IRON02_20210730_073829.wav",NA,NA,"",NA,12.49,"Laci","Laci","0.9207","v420"
"7838","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073847.wav","IRON02_20210730_073847.wav",NA,NA,"",NA,Inf,"","","","v420"
"7839","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073904.wav","IRON02_20210730_073904.wav",NA,NA,"",NA,12.51,"Laci","Laci","0.9190","v420"
"7840","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073921-Laci.wav","IRON02_20210730_073921-Laci.wav",NA,1,"Laci",0.9988,12.46,"Laci","","","v420"
"7841","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073934.wav","IRON02_20210730_073934.wav",NA,NA,"",NA,12.44,"Laci","Laci","0.9211","v420"
"7842","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_073954.wav","IRON02_20210730_073954.wav",NA,NA,"",NA,Inf,"","","","v420"
"7843","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074004.wav","IRON02_20210730_074004.wav",NA,NA,"",NA,Inf,"","","","v420"
"7844","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074018.wav","IRON02_20210730_074018.wav",NA,NA,"",NA,Inf,"","","","v420"
"7845","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074046.wav","IRON02_20210730_074046.wav",NA,NA,"",NA,Inf,"","","","v420"
"7846","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074122.wav","IRON02_20210730_074122.wav",NA,NA,"",NA,Inf,"","","","v420"
"7847","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074156.wav","IRON02_20210730_074156.wav",NA,NA,"",NA,Inf,"","","","v420"
"7848","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074204.wav","IRON02_20210730_074204.wav",NA,NA,"",NA,Inf,"","","","v420"
"7849","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074214.wav","IRON02_20210730_074214.wav",NA,NA,"",NA,Inf,"","","","v420"
"7850","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074234.wav","IRON02_20210730_074234.wav",NA,NA,"",NA,Inf,"","","","v420"
"7851","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074252.wav","IRON02_20210730_074252.wav",NA,NA,"",NA,Inf,"","","","v420"
"7852","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074312.wav","IRON02_20210730_074312.wav",NA,NA,"",NA,Inf,"","","","v420"
"7853","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074407.wav","IRON02_20210730_074407.wav",NA,NA,"",NA,Inf,"","","","v420"
"7854","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074511.wav","IRON02_20210730_074511.wav",NA,NA,"",NA,Inf,"","","","v420"
"7855","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074536.wav","IRON02_20210730_074536.wav",NA,NA,"",NA,Inf,"","","","v420"
"7856","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074639.wav","IRON02_20210730_074639.wav",NA,NA,"",NA,Inf,"","","","v420"
"7857","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074712.wav","IRON02_20210730_074712.wav",NA,NA,"",NA,Inf,"","","","v420"
"7858","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074726.wav","IRON02_20210730_074726.wav",NA,NA,"",NA,Inf,"","","","v420"
"7859","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074732.wav","IRON02_20210730_074732.wav",NA,NA,"",NA,Inf,"","","","v420"
"7860","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074912.wav","IRON02_20210730_074912.wav",NA,NA,"",NA,Inf,"","","","v420"
"7861","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_074947.wav","IRON02_20210730_074947.wav",NA,NA,"",NA,Inf,"","","","v420"
"7862","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075103.wav","IRON02_20210730_075103.wav",NA,NA,"",NA,Inf,"","","","v420"
"7863","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075109.wav","IRON02_20210730_075109.wav",NA,NA,"",NA,Inf,"","","","v420"
"7864","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075122.wav","IRON02_20210730_075122.wav",NA,NA,"",NA,Inf,"","","","v420"
"7865","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075130.wav","IRON02_20210730_075130.wav",NA,NA,"",NA,Inf,"","","","v420"
"7866","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075139.wav","IRON02_20210730_075139.wav",NA,NA,"",NA,Inf,"","","","v420"
"7867","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075152.wav","IRON02_20210730_075152.wav",NA,NA,"",NA,Inf,"","","","v420"
"7868","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075201.wav","IRON02_20210730_075201.wav",NA,NA,"",NA,Inf,"","","","v420"
"7869","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075218.wav","IRON02_20210730_075218.wav",NA,NA,"",NA,Inf,"","","","v420"
"7870","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075229.wav","IRON02_20210730_075229.wav",NA,NA,"",NA,Inf,"","","","v420"
"7871","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075247.wav","IRON02_20210730_075247.wav",NA,NA,"",NA,Inf,"","","","v420"
"7872","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075310.wav","IRON02_20210730_075310.wav",NA,NA,"",NA,Inf,"","","","v420"
"7873","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075357.wav","IRON02_20210730_075357.wav",NA,NA,"",NA,Inf,"","","","v420"
"7874","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075416.wav","IRON02_20210730_075416.wav",NA,NA,"",NA,Inf,"","","","v420"
"7875","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075440.wav","IRON02_20210730_075440.wav",NA,NA,"",NA,Inf,"","","","v420"
"7876","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075530.wav","IRON02_20210730_075530.wav",NA,NA,"",NA,Inf,"","","","v420"
"7877","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075551.wav","IRON02_20210730_075551.wav",NA,NA,"",NA,Inf,"","","","v420"
"7878","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075619.wav","IRON02_20210730_075619.wav",NA,NA,"",NA,Inf,"","","","v420"
"7879","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075627.wav","IRON02_20210730_075627.wav",NA,NA,"",NA,Inf,"","","","v420"
"7880","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075636.wav","IRON02_20210730_075636.wav",NA,NA,"",NA,Inf,"","","","v420"
"7881","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075646.wav","IRON02_20210730_075646.wav",NA,NA,"",NA,Inf,"","","","v420"
"7882","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075703.wav","IRON02_20210730_075703.wav",NA,NA,"",NA,Inf,"","","","v420"
"7883","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075719.wav","IRON02_20210730_075719.wav",NA,NA,"",NA,Inf,"","","","v420"
"7884","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075812.wav","IRON02_20210730_075812.wav",NA,NA,"",NA,Inf,"","","","v420"
"7885","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075912.wav","IRON02_20210730_075912.wav",NA,NA,"",NA,Inf,"","","","v420"
"7886","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_075950-Laci.wav","IRON02_20210730_075950-Laci.wav",NA,1,"Laci",0.9999,12.41,"Laci","","","v420"
"7887","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080006.wav","IRON02_20210730_080006.wav",NA,NA,"",NA,Inf,"","","","v420"
"7888","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080017.wav","IRON02_20210730_080017.wav",NA,NA,"",NA,Inf,"","","","v420"
"7889","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080028.wav","IRON02_20210730_080028.wav",NA,NA,"",NA,Inf,"","","","v420"
"7890","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080049.wav","IRON02_20210730_080049.wav",NA,NA,"",NA,Inf,"","","","v420"
"7891","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080124.wav","IRON02_20210730_080124.wav",NA,NA,"",NA,Inf,"","","","v420"
"7892","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080149.wav","IRON02_20210730_080149.wav",NA,NA,"",NA,Inf,"","","","v420"
"7893","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080226.wav","IRON02_20210730_080226.wav",NA,NA,"",NA,Inf,"","","","v420"
"7894","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080246.wav","IRON02_20210730_080246.wav",NA,NA,"",NA,Inf,"","","","v420"
"7895","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080303.wav","IRON02_20210730_080303.wav",NA,NA,"",NA,Inf,"","","","v420"
"7896","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080321.wav","IRON02_20210730_080321.wav",NA,NA,"",NA,Inf,"","","","v420"
"7897","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080344.wav","IRON02_20210730_080344.wav",NA,NA,"",NA,Inf,"","","","v420"
"7898","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080403.wav","IRON02_20210730_080403.wav",NA,NA,"",NA,Inf,"","","","v420"
"7899","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080420.wav","IRON02_20210730_080420.wav",NA,NA,"",NA,Inf,"","","","v420"
"7900","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080451.wav","IRON02_20210730_080451.wav",NA,NA,"",NA,Inf,"","","","v420"
"7901","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080505.wav","IRON02_20210730_080505.wav",NA,NA,"",NA,Inf,"","","","v420"
"7902","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080512.wav","IRON02_20210730_080512.wav",NA,NA,"",NA,Inf,"","","","v420"
"7903","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080519.wav","IRON02_20210730_080519.wav",NA,NA,"",NA,Inf,"","","","v420"
"7904","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080537.wav","IRON02_20210730_080537.wav",NA,NA,"",NA,12.4,"Laci","Laci","0.9215","v420"
"7905","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080555.wav","IRON02_20210730_080555.wav",NA,NA,"",NA,Inf,"","","","v420"
"7906","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080612.wav","IRON02_20210730_080612.wav",NA,NA,"",NA,Inf,"","","","v420"
"7907","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080629.wav","IRON02_20210730_080629.wav",NA,NA,"",NA,Inf,"","","","v420"
"7908","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080638-Laci.wav","IRON02_20210730_080638-Laci.wav",NA,1,"Laci",1,12.34,"Laci","","","v420"
"7909","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080704.wav","IRON02_20210730_080704.wav",NA,NA,"",NA,Inf,"","","","v420"
"7910","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080721-Laci.wav","IRON02_20210730_080721-Laci.wav",NA,1,"Laci",0.9994,12.42,"Laci","","","v420"
"7911","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080741-Laci.wav","IRON02_20210730_080741-Laci.wav",NA,1,"Laci",1,12.33,"Laci","","","v420"
"7912","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080758.wav","IRON02_20210730_080758.wav",NA,NA,"",NA,Inf,"","","","v420"
