"","Path","Filename","HiF","LoF","SppAccp","Prob","calls.sec","X1st","X.Spp","X.Prob","source"
"7913","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080813.wav","IRON02_20210730_080813.wav",NA,NA,"",NA,12.44,"Laci","Laci","0.9184","v420"
"7914","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080822.wav","IRON02_20210730_080822.wav",NA,NA,"",NA,Inf,"","","","v420"
"7915","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080827.wav","IRON02_20210730_080827.wav",NA,NA,"",NA,Inf,"","","","v420"
"7916","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080844.wav","IRON02_20210730_080844.wav",NA,NA,"",NA,Inf,"","","","v420"
"7917","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080901.wav","IRON02_20210730_080901.wav",NA,NA,"",NA,Inf,"","","","v420"
"7918","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080924.wav","IRON02_20210730_080924.wav",NA,NA,"",NA,Inf,"","","","v420"
"7919","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080936.wav","IRON02_20210730_080936.wav",NA,NA,"",NA,Inf,"","","","v420"
"7920","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_080950.wav","IRON02_20210730_080950.wav",NA,NA,"",NA,Inf,"","","","v420"
"7921","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081015.wav","IRON02_20210730_081015.wav",NA,NA,"",NA,Inf,"","","","v420"
"7922","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081039.wav","IRON02_20210730_081039.wav",NA,NA,"",NA,Inf,"","","","v420"
"7923","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081249.wav","IRON02_20210730_081249.wav",NA,NA,"",NA,Inf,"","","","v420"
"7924","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081352.wav","IRON02_20210730_081352.wav",NA,NA,"",NA,Inf,"","","","v420"
"7925","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081511.wav","IRON02_20210730_081511.wav",NA,NA,"",NA,Inf,"","","","v420"
"7926","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_081523.wav","IRON02_20210730_081523.wav",NA,NA,"",NA,Inf,"","","","v420"
"7927","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_082339.wav","IRON02_20210730_082339.wav",NA,NA,"",NA,Inf,"","","","v420"
"7928","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_082411.wav","IRON02_20210730_082411.wav",NA,NA,"",NA,Inf,"","","","v420"
"7929","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_082426.wav","IRON02_20210730_082426.wav",NA,NA,"",NA,Inf,"","","","v420"
"7930","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_122741.wav","IRON02_20210730_122741.wav",NA,NA,"",NA,Inf,"","","","v420"
"7931","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_130707.wav","IRON02_20210730_130707.wav",NA,NA,"",NA,Inf,"","","","v420"
"7932","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_132923.wav","IRON02_20210730_132923.wav",NA,NA,"",NA,Inf,"","","","v420"
"7933","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_132933.wav","IRON02_20210730_132933.wav",NA,NA,"",NA,Inf,"","","","v420"
"7934","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_133857.wav","IRON02_20210730_133857.wav",NA,NA,"",NA,Inf,"","","","v420"
"7935","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_134017.wav","IRON02_20210730_134017.wav",NA,NA,"",NA,Inf,"","","","v420"
"7936","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron02\sm4\07292021\Data\IRON02_20210730_134254.wav","IRON02_20210730_134254.wav",NA,NA,"",NA,Inf,"","","","v420"
"7937","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233106-Mylu.wav","IRON03_20210729_233106-Mylu.wav",1,NA,"Mylu",0.9994,10.81,"Mylu","","","v420"
"7938","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233123.wav","IRON03_20210729_233123.wav",1,NA,"",NA,8.55,"Myvo","Myvo/Mylu","0.56/0.44","v420"
"7939","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233140-Myvo.wav","IRON03_20210729_233140-Myvo.wav",1,NA,"Myvo",0.9915,8.95,"Myvo","","","v420"
"7940","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233157.wav","IRON03_20210729_233157.wav",1,NA,"",NA,8.81,"Myvo","Mylu/Myvo/Myyu","0.42/0.41/0.17","v420"
"7941","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233214-Myvo.wav","IRON03_20210729_233214-Myvo.wav",1,NA,"Myvo",0.9933,9.34,"Myvo","","","v420"
"7942","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233231-Mylu.wav","IRON03_20210729_233231-Mylu.wav",1,NA,"Mylu",0.9998,9.35,"Mylu","","","v420"
"7943","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233248.wav","IRON03_20210729_233248.wav",1,NA,"",NA,10.17,"Myvo","Myvo/Mylu","0.68/0.32","v420"
"7944","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233305.wav","IRON03_20210729_233305.wav",1,NA,"",NA,6.32,"Myvo","Myvo/Mylu","0.51/0.49","v420"
"7945","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233322-Myvo.wav","IRON03_20210729_233322-Myvo.wav",1,NA,"Myvo",1,8.34,"Myvo","","","v420"
"7946","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233339.wav","IRON03_20210729_233339.wav",1,NA,"",NA,13.67,"Myyu","Myyu/Myvo/Mylu","0.35/0.30/0.35","v420"
"7947","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233356.wav","IRON03_20210729_233356.wav",1,NA,"",NA,9.11,"Mylu","Mylu/Myvo","0.55/0.45","v420"
"7948","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233413-Myvo.wav","IRON03_20210729_233413-Myvo.wav",1,NA,"Myvo",0.9999,12.27,"Myvo","","","v420"
"7949","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233430.wav","IRON03_20210729_233430.wav",1,NA,"",NA,9.07,"Myvo","Myvo","0.9985","v420"
"7950","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233447-Myvo.wav","IRON03_20210729_233447-Myvo.wav",1,NA,"Myvo",0.996,9.25,"Myvo","","","v420"
"7951","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233504-Myvo.wav","IRON03_20210729_233504-Myvo.wav",1,NA,"Myvo",0.9983,11.23,"Myvo","","","v420"
"7952","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233521-Myvo.wav","IRON03_20210729_233521-Myvo.wav",1,NA,"Myvo",0.9997,9.54,"Myvo","","","v420"
"7953","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233538-Myvo.wav","IRON03_20210729_233538-Myvo.wav",1,NA,"Myvo",1,8.61,"Myvo","","","v420"
"7954","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233555.wav","IRON03_20210729_233555.wav",1,1,"",NA,10.79,"Myvo","Myvo","0.9832","v420"
"7955","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233612.wav","IRON03_20210729_233612.wav",1,NA,"",NA,9.3,"Myvo","Myvo/Mylu","0.59/0.41","v420"
"7956","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233629.wav","IRON03_20210729_233629.wav",NA,NA,"",NA,12.84,"Lano","Lano","0.9003","v420"
"7957","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233646.wav","IRON03_20210729_233646.wav",1,NA,"",NA,2.41,"Myvo","Myvo/Mylu","0.54/0.46","v420"
"7958","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233703.wav","IRON03_20210729_233703.wav",NA,NA,"",NA,9.76,"Myvo","Myvo","0.9323","v420"
"7959","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233720.wav","IRON03_20210729_233720.wav",1,NA,"",NA,9.19,"Myvo","Myvo/Mylu","0.59/0.41","v420"
"7960","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233737-Myvo.wav","IRON03_20210729_233737-Myvo.wav",1,NA,"Myvo",0.9999,9.96,"Myvo","","","v420"
"7961","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233754-Myvo.wav","IRON03_20210729_233754-Myvo.wav",1,NA,"Myvo",1,11.53,"Myvo","","","v420"
"7962","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233811.wav","IRON03_20210729_233811.wav",NA,NA,"",NA,10.01,"Myvo","Myvo/","1.00/0.00","v420"
"7963","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233828-Myvo.wav","IRON03_20210729_233828-Myvo.wav",1,1,"Myvo",0.9838,11.07,"Myvo","","","v420"
"7964","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233845.wav","IRON03_20210729_233845.wav",1,NA,"",NA,10.98,"Myvo","Myvo","0.9863","v420"
"7965","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233902-Myvo.wav","IRON03_20210729_233902-Myvo.wav",1,NA,"Myvo",0.9998,8.32,"Myvo","","","v420"
"7966","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233919.wav","IRON03_20210729_233919.wav",1,NA,"",NA,11.34,"Myvo","Myvo","0.9742","v420"
"7967","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233936.wav","IRON03_20210729_233936.wav",1,NA,"",NA,11.77,"Myvo","Myvo/Mylu","0.53/0.47","v420"
"7968","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_233953.wav","IRON03_20210729_233953.wav",1,NA,"",NA,11.4,"Mylu","Mylu/Myvo","0.56/0.44","v420"
"7969","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234010.wav","IRON03_20210729_234010.wav",1,NA,"",NA,12.24,"Myvo","Myvo/Mylu","0.55/0.45","v420"
"7970","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234027.wav","IRON03_20210729_234027.wav",1,NA,"",NA,10.64,"Myyu","Mylu/Myyu","0.53/0.47","v420"
"7971","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234044.wav","IRON03_20210729_234044.wav",1,NA,"",NA,6.41,"Myyu","Myyu","0.9785","v420"
"7972","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234101.wav","IRON03_20210729_234101.wav",NA,NA,"",NA,16.92,"Lano","Lano","0.9001","v420"
"7973","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234118-Mylu.wav","IRON03_20210729_234118-Mylu.wav",1,NA,"Mylu",0.9999,10.52,"Mylu","","","v420"
"7974","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234135.wav","IRON03_20210729_234135.wav",1,NA,"",NA,6.85,"Myvo","Myvo","0.9442","v420"
"7975","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234152.wav","IRON03_20210729_234152.wav",1,NA,"",NA,10.18,"Mylu","Mylu/Myvo","0.56/0.44","v420"
"7976","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234209.wav","IRON03_20210729_234209.wav",1,NA,"",NA,13.08,"Myvo","Myvo/Mylu","0.56/0.44","v420"
"7977","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234226-Mylu.wav","IRON03_20210729_234226-Mylu.wav",1,NA,"Mylu",0.9981,10.88,"Mylu","","","v420"
"7978","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234243.wav","IRON03_20210729_234243.wav",1,NA,"",NA,12.32,"Myvo","Myvo","0.9628","v420"
"7979","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234300.wav","IRON03_20210729_234300.wav",1,NA,"",NA,12.02,"Mylu","Mylu","0.9970","v420"
"7980","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234317-Mylu.wav","IRON03_20210729_234317-Mylu.wav",1,1,"Mylu",0.9958,11.32,"Mylu","","","v420"
"7981","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234334-Myvo.wav","IRON03_20210729_234334-Myvo.wav",1,NA,"Myvo",1,7.57,"Myvo","","","v420"
"7982","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234351.wav","IRON03_20210729_234351.wav",1,NA,"",NA,11.11,"Mylu","Mylu/Myvo/Myca","0.51/0.33/0.17","v420"
"7983","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234408-Myvo.wav","IRON03_20210729_234408-Myvo.wav",1,NA,"Myvo",0.9998,11.38,"Myvo","","","v420"
"7984","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234425.wav","IRON03_20210729_234425.wav",1,NA,"",NA,13.09,"Myca","Mylu/Myca","0.56/0.44","v420"
"7985","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234442.wav","IRON03_20210729_234442.wav",1,NA,"",NA,8.28,"Myca","Myca/Mylu","0.52/0.48","v420"
"7986","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234459-Myvo.wav","IRON03_20210729_234459-Myvo.wav",1,NA,"Myvo",0.9991,13.71,"Myvo","","","v420"
"7987","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234516.wav","IRON03_20210729_234516.wav",1,NA,"",NA,11.66,"Myvo","Myvo/Mylu","0.69/0.31","v420"
"7988","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234533-Myca.wav","IRON03_20210729_234533-Myca.wav",1,NA,"Myca",0.9997,10.39,"Myca","","","v420"
"7989","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234550-Myvo.wav","IRON03_20210729_234550-Myvo.wav",1,NA,"Myvo",1,7.34,"Myvo","","","v420"
"7990","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234607-Myvo.wav","IRON03_20210729_234607-Myvo.wav",1,NA,"Myvo",1,10.38,"Myvo","","","v420"
"7991","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234624.wav","IRON03_20210729_234624.wav",1,NA,"",NA,12.64,"Myvo","Myvo","0.9903","v420"
"7992","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234641.wav","IRON03_20210729_234641.wav",1,NA,"",NA,11.2,"Myca","Mylu/Myca","0.52/0.48","v420"
"7993","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234658-Myca.wav","IRON03_20210729_234658-Myca.wav",1,NA,"Myca",0.9998,12.36,"Myca","","","v420"
"7994","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234715.wav","IRON03_20210729_234715.wav",1,NA,"",NA,6.71,"Myyu","Myvo/Myyu","0.54/0.46","v420"
"7995","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234732.wav","IRON03_20210729_234732.wav",1,NA,"",NA,10.98,"Myvo","Myvo","0.9819","v420"
"7996","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234749-Myvo.wav","IRON03_20210729_234749-Myvo.wav",1,NA,"Myvo",1,12.12,"Myvo","","","v420"
"7997","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234806.wav","IRON03_20210729_234806.wav",NA,NA,"",NA,NA,"Mylu","Mylu/","1.00/0.00","v420"
"7998","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234823-Myvo.wav","IRON03_20210729_234823-Myvo.wav",1,NA,"Myvo",0.991,12.28,"Myvo","","","v420"
"7999","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234840.wav","IRON03_20210729_234840.wav",1,NA,"",NA,10.9,"Myvo","Myvo","0.9574","v420"
"8000","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234857-Myvo.wav","IRON03_20210729_234857-Myvo.wav",1,NA,"Myvo",0.9989,11.7,"Myvo","","","v420"
"8001","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234914.wav","IRON03_20210729_234914.wav",1,NA,"",NA,10.71,"Myca","Myvo/Myca","0.57/0.43","v420"
"8002","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234931.wav","IRON03_20210729_234931.wav",1,NA,"",NA,11.63,"Myvo","Myvo","0.9214","v420"
"8003","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_234948-Mylu.wav","IRON03_20210729_234948-Mylu.wav",1,NA,"Mylu",0.9756,11.26,"Mylu","","","v420"
"8004","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235005.wav","IRON03_20210729_235005.wav",1,NA,"",NA,9.79,"Myvo","Myvo","0.9195","v420"
"8005","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235022.wav","IRON03_20210729_235022.wav",1,1,"",NA,7.43,"Mylu","Mylu","0.9935","v420"
"8006","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235039.wav","IRON03_20210729_235039.wav",1,NA,"",NA,10.2,"Myca","Myca","0.9654","v420"
"8007","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235056.wav","IRON03_20210729_235056.wav",1,NA,"",NA,16.02,"Myvo","Myvo/Mylu","0.52/0.48","v420"
"8008","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235113.wav","IRON03_20210729_235113.wav",1,NA,"",NA,12.52,"Myca","Myca","0.9989","v420"
"8009","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235130-Mylu.wav","IRON03_20210729_235130-Mylu.wav",1,NA,"Mylu",0.9999,6.83,"Mylu","","","v420"
"8010","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235147-Mylu.wav","IRON03_20210729_235147-Mylu.wav",1,NA,"Mylu",1,7.31,"Mylu","","","v420"
"8011","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235204-Mylu.wav","IRON03_20210729_235204-Mylu.wav",1,NA,"Mylu",0.9999,8.41,"Mylu","","","v420"
"8012","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235221-Mylu.wav","IRON03_20210729_235221-Mylu.wav",1,NA,"Mylu",0.9732,7.41,"Mylu","","","v420"
"8013","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235238-Mylu.wav","IRON03_20210729_235238-Mylu.wav",1,NA,"Mylu",1,7.01,"Mylu","","","v420"
"8014","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235255-Mylu.wav","IRON03_20210729_235255-Mylu.wav",1,NA,"Mylu",1,8.89,"Mylu","","","v420"
"8015","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235312-Mylu.wav","IRON03_20210729_235312-Mylu.wav",1,NA,"Mylu",1,10.02,"Mylu","","","v420"
"8016","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235329.wav","IRON03_20210729_235329.wav",1,NA,"",NA,10.28,"Myvo","Mylu/Myvo","0.52/0.48","v420"
"8017","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235346.wav","IRON03_20210729_235346.wav",NA,NA,"",NA,14.12,"Mylu","Mylu/","1.00/0.00","v420"
"8018","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235352-Mylu.wav","IRON03_20210729_235352-Mylu.wav",1,NA,"Mylu",0.9834,7.26,"Mylu","","","v420"
"8019","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235409-Mylu.wav","IRON03_20210729_235409-Mylu.wav",1,NA,"Mylu",0.9999,10.78,"Mylu","","","v420"
"8020","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235426-Mylu.wav","IRON03_20210729_235426-Mylu.wav",1,NA,"Mylu",1,7.62,"Mylu","","","v420"
"8021","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235443.wav","IRON03_20210729_235443.wav",1,NA,"",NA,10.04,"Mylu","Mylu","0.9879","v420"
"8022","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235500-Mylu.wav","IRON03_20210729_235500-Mylu.wav",1,NA,"Mylu",1,3.2,"Mylu","","","v420"
"8023","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235517-Mylu.wav","IRON03_20210729_235517-Mylu.wav",1,NA,"Mylu",1,7.6,"Mylu","","","v420"
"8024","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235534-Mylu.wav","IRON03_20210729_235534-Mylu.wav",1,NA,"Mylu",1,3.62,"Mylu","","","v420"
"8025","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235551-Mylu.wav","IRON03_20210729_235551-Mylu.wav",1,NA,"Mylu",0.9616,8.98,"Mylu","","","v420"
"8026","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235608-Mylu.wav","IRON03_20210729_235608-Mylu.wav",1,NA,"Mylu",0.9986,6.1,"Mylu","","","v420"
"8027","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235625-Mylu.wav","IRON03_20210729_235625-Mylu.wav",1,NA,"Mylu",0.9689,7.48,"Mylu","","","v420"
"8028","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235642-Mylu.wav","IRON03_20210729_235642-Mylu.wav",1,NA,"Mylu",1,11.24,"Mylu","","","v420"
"8029","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235659-Mylu.wav","IRON03_20210729_235659-Mylu.wav",1,NA,"Mylu",1,6.72,"Mylu","","","v420"
"8030","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235716.wav","IRON03_20210729_235716.wav",1,NA,"",NA,10.28,"Mylu","Mylu","0.9967","v420"
"8031","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235733.wav","IRON03_20210729_235733.wav",1,NA,"",NA,4.87,"Mylu","Mylu/Myvo","0.62/0.38","v420"
"8032","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235750-Mylu.wav","IRON03_20210729_235750-Mylu.wav",1,NA,"Mylu",1,7.4,"Mylu","","","v420"
"8033","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235807.wav","IRON03_20210729_235807.wav",1,NA,"",NA,10.19,"Mylu","Mylu","0.9777","v420"
"8034","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235824-Mylu.wav","IRON03_20210729_235824-Mylu.wav",1,NA,"Mylu",1,11.08,"Mylu","","","v420"
"8035","Z:\PioneerLights_2021\pinoeerlights_2021_2\iron03\sm4\SDHC\Data\IRON03_20210729_235841-Myvo.wav","IRON03_20210729_235841-Myvo.wav",1,NA,"Myvo",0.9966,9.76,"Myvo","","","v420"
